row_index,hyperlinks
67490,melepes
67492,lepat
67498,liplap
67510,berlepotan | melepoti
67527,lapuk
67538,deram
67540,lerang-lerang
67557,meleret
67560,derik
67561,melerok
67562,berlerot
67563,derum
67567,lis
67575,lasah
67577,lasak
67578,melesak | melesakkan
67581,melesang
67585,pelesat
67586,desau
67593,lasak
67596,peleset
67601,lesi
67607,melesit
67608,melesit
67609,melesit
67614,melesot
67629,desus
67635,letah-letai
67647,peletek
67658,meleting
67659,meletis
67670,meletos
67691,lentur
67692,lecur
67701,leukemia
67724,leusina
67730,melever
67743,melewa
67753,melewar | melewarkan
67779,leyeh-leyeh
67781,meleyot
67795,berliang-liuk | liang-liuk | liang-liut
67829,meliau
67830,melibas | pelibasan
67831,berlibat | berlibat-libat | keterlibatan | melibat | melibatkan | pelibatan | terlibat
67844,libreto
67957,berligar-ligar
67958,meligas
67960,meligat
67968,meligih
68014,likuefaksi
68023,melilah
68026,melilau
68108,melimbai | melimbaikan
68112,melimbang | pelimbang
68115,lembat
68119,limbukan
68127,dilimbur | melimbur
68145,limfositopenia
68157,limun
68168,berlimpap | berlimpap-limpap
68171,limpasan | melimpas | terlimpas
68179,melimpaui
68184,limunan
68187,melimut
68192,linen
68193,berlinang | berlinang-linang | linangan
68201,melincam | selincam
68208,berlindak-lindak
68220,melindik
68225,berlindung | kelindungan | lindungan | melindungi | melindungkan | memperlindungi | pelindung | pelindungan | perlindungan | terlindung | terlindungi
68233,melindur
68243,melingar
68248,lingeri
68255,sedelinggam
68260,linggisan
68299,melingkis
68301,lingkungan | melingkung | melingkungi | selingkung | terlingkung
68360,linotipe
68365,sentadu
68418,melintir
68419,pelintir
68428,melinyar
68524,melirik
68543,huruf
68554,lisina
68650,liat-liut
68651,lever
68655,lewat
68674,lubang
68692,berpelocok | melocok | pelocok
68693,melocot
68761,logotipe
68763,lauh
68766,duha
68770,zuhur
68775,meloka
68787,lokalisasi
68838,loki
68875,lomi
68920,melonco-lonco
68959,melongo
68963,terlongong-longong
68980,terlonsong
68981,melontai
69040,berlorong
69047,melorot | melorotkan
69054,lusin
69057,meloso
69072,lotre
69101,loya
69102,meloyong
69140,meluang
69142,luapan | meluap | meluapkan
69171,leluasa
69219,belubur
69225,lucutan | melucut | melucuti | melucutkan | pelucutan | terlucut
69232,api-api
69246,luak
69247,loh mahfuz
69252,meluik
69284,melukut
69298,luluhan
69323,masak
69327,berlumang | melumangkan
69328,berlumar | melumari
69374,melumpukkan
69384,berlumur | berlumuran | lumuran | melumur | melumuri | melumurkan | pelumuran
69440,long
69442,kain
69443,melungguh | pelungguh
69451,terlungsar
69455,lungsungan | melungsung
69457,melungsur
69458,lungsuran | melungsurkan
69462,terlunta | terlunta-lunta
69476,melunyah
69479,lop
69495,papan
69497,melupuh | memelupuh | pelupuh
69498,akar
69519,meluru
69529,ngluruk
69544,melurut
69669,mak
69678,mag
69697,tabir
69700,mabuk
69768,macet
69780,madar
69786,medalion
69794,mudarat
69795,madrasah
69800,madah
69804,mazi
69805,madya
69846,nisan
69885,megap-megap
69891,magfirah
69893,magrib
69899,magis
69950,mahoni
70007,mahligai
70041,mahbubah
70048,mahfuz
70054,mahesa
70083,makhluk
70090,makhraj
70093,magrib
70094,mahsyar
70095,hasil
70097,masyhur
70102,puki
70174,mikraj
70176,mayat
70181,jemuju
70240,majir
70247,majelis
70250,majelis
70260,yakjuj wa makjuj
70454,mangkas
70476,mukena
70551,mahkota
70589,makaroni
70639,makyong
70683,malaikat
70697,malaikat
70705,malaikatulmaut
70744,simalakama
70766,embalau
70767,malun
70780,malafungsi
70800,malim
70813,mal
70815,malanutrisi
70821,malapraktik
70822,malapraktik
70879,mamang
70884,mamut
70915,pampat
70916,pampat
70947,manakala
70955,manajemen
70956,manajer
71042,macis
71043,mencit
71046,pancur
71050,mandi
71053,manda
71059,batak mandailing
71080,madrasah
71144,mendiang
71148,mondar-mandir
71167,mandalika
71171,mandor
71175,maneken
71199,termangau
71234,mangkar
71236,pangkal
71240,makara
71242,bangkas
71245,cangkih-mangkih
71246,makin
71249,mangkuk
71271,masai
71275,ikan
71276,termangu | termangu-mangu
71306,maneken
71311,itik
71312,bunga
71313,sawo
71315,serat
71362,manjungan
71363,bepermanjungan | permanjungan
71399,mantap
71405,mentari
71425,mantra
71426,menteri
71436,mantel
71446,mantra
71505,nyala
71519,papak
71545,mara bahaya
71574,maraton
71580,marbut
71595,hadis
71633,almarhum
71634,almarhumah
71636,roti
71639,mariyuana
71640,merikan
71666,margin
71667,marginal
71668,marginalisasi
71671,markah
71700,marmer
71705,marmot
71752,merah
71754,carut
71756,muruah
71760,marsepen
71778,termasa
71859,kusut
71890,massal
71893,masyaallah
71903,memasap
71904,masyarakat
71916,masygul
71917,mushaf
71918,masyhur
71930,mesin
71983,masohi
71984,masoi
72072,masyaallah
72075,masyakah
72107,mashaf
72110,asyik
72112,emat
72170,matahari
72279,mitraliur
72305,matang
72306,meterai
72310,termateri
72326,materiel
72327,materiel
72436,matris
72472,paduka
72498,maulai
72526,tawar
72531,wawas diri
72532,mati
72535,kawin
72556,kelemayar
72563,mayat
72580,sayur
72587,termazkur
72601,beling
72619,meng-
72640,macis
72672,medali
72711,madinah
72737,medok
72793,nasi
72800,megalopolis
72801,megalopolitan
72861,nisan
72866,majelis
72867,mejan
72872,makkah
72905,mengkis
72906,makkah
72986,malaka
73052,melambang
73262,malapari
73296,larat
73319,memelas
73332,lata
73759,belerang
73770,pelesat
73772,peleset
73917,meleng
73956,pelintir
74050,kosong
74101,pelotot
74109,malapari
74266,meng-
74545,memandai
74653,memantas-mantas
75048,mambang
75841,mambruk
76229,melas
76318,pekis
76385,memberang
76421,memperhatikan
76464,memperoleh
76519,memetang-metangkan hari
76695,meminimalkan
76853,tembolok
76891,memacari
76892,memacu
76893,memadamkan
76894,memadankan
76895,memadati
76896,memadatkan
76897,memagari
76898,memahami
76899,memahamkan
76900,memailitkan
76901,memajaki
76902,memaket
76903,memaketkan
76904,memaksa
76905,memaku
76906,memalak
76907,memalang
76908,memalingkan
76909,memalsukan
76910,memamerkan
76911,memamitkan
76915,memaparkan
76916,memarafrasakan
76917,memarodikan
76919,empedal
76920,memedulikan
76927,akar
76930,memengaruhi
77004,memercayai
77005,memercayakan
77130,memerkarai
77131,memerkarakan
77160,memerkosa
77457,memesona
77466,memolisikan
77467,memopulerkan
77469,memosisikan
77500,memublikasikan
77685,memar
77792,meng-
77992,benalu
78401,munasabah
78402,meunasah
78423,minat
78441,penatu
78574,mencak
79148,menclok
79190,menyontek
79221,menceret
79380,medali
79383,mandalika
79385,benalu
79572,mandalika
79575,mandalika
79577,mendam
79595,sendeng
79642,depun
79644,bendera
79645,mendira
79652,benderang
79831,mendura
79841,mindring
79907,dusin
80029,manajemen
80302,manfaat
80438,mentertawakan
80720,termengah-mengah
81320,apa
81659,meng-
81810,mengi
81860,klaim
81947,mengeliminasi
82440,erti
82510,senget
82583,semengga | semengga-mengga
83201,magrib
83341,menggowes
83415,menggerebek
83416,menggerendel
83763,mengimbau
84223,kirap
84330,mengampanyekan
84331,mekar
84332,makara
84333,mengarantina
84335,bengkarung
84337,mengategorikan
84338,bengkawan
84339,mengkal
84342,mengkeret
84345,mengerut
84362,kilap
84363,mengilat
84364,cengking-mengking
84366,kirik
84379,mengobarkan
84380,mengodekan
84381,mengompensasi
84382,mengomunikasikan
84384,mengondisikan
84385,mengonfirmasi
84386,mengonsolidasikan
84387,mengonsultasikan
84388,mengonsumsi
84389,mengoordinasikan
84390,mengotak-ngotakkan
84410,bengkuang
84476,mengot
84649,mengot
84731,mengsol
85053,mengunggas puding
85343,manikam
85351,manila
85491,manira
85613,semenjak
85659,semenjana
85768,enjelai
85798,majelis
86155,gajah
86225,mentraktir
86226,mentraktor
86227,mentransfer
86228,mentransformasi
86229,mentransformasikan
86230,mentransmisikan
86231,mentransplantasikan
86238,menyabotase
86239,mengesahkan
86240,menyejahterakan
86241,menyejajarkan
86246,menyiasati
86247,menyikapi
86248,menyimulasikan
86249,menyinergikan
86250,menyinkronkan
86251,menyinyalir
86252,mesiu
86264,menyomasi
86265,menyortir
86267,menyosialisasikan
86291,menyubsidi
86292,menyucikan
86293,menyugesti
86294,menyukseskan
86310,meta
86311,menaati
86312,menadaburi
86319,menakdirkan
86338,menato
86347,buah
86353,sementelah
86368,menerjemahkan
86369,matros
86381,mestika
86393,menoleransi
86415,menteri
86418,mertua
86423,benturung
86837,meng-
86877,menyadar arwah
87044,senyampang
87068,kemenyan
87265,biawak
87822,menyepikan diri
88068,menstok
88136,mencicil
88956,merem
89269,semerbak
89273,mara bahaya
89274,marbut
89277,murca
89279,marcapada
89291,mercon
89292,marcapada
89423,merikan
89535,miring
89683,berguk
89688,riah
89747,rinding
89755,kurus
89764,ringis
89780,domba
89829,merger
89830,merek
89831,markah
89832,rekah
89844,melilin
89958,mempelai
89967,serta-merta
89971,mentega
89981,muruah
89986,merawal
89995,ruap
90130,kerut
90151,masjid
90236,masjid
90238,maskat
90259,kaon
90272,semesta
90283,masoi
90287,kusut
90288,meta-
90331,metafisika
90383,metastasis
90446,metionina
90448,metode
90499,metonimia
90601,mazbah
90629,mikraj
90642,tiap
90651,sidik
90654,mi
90717,mikrob
90819,mikroskopis
90866,miliuner
90885,miliar
90888,miliar
90890,meme
90919,burung
90933,menantu
90940,penatu
91002,minimalisasi
91241,tipis
91245,tirai
91266,tiris
91346,misoa
91459,pocok
91545,modern
91608,moga-moga | semoga
91687,bom
91740,pondok
91751,mung
91754,bermongkok
91756,mungkur
91920,morat-marit
91945,coreng
91993,morel
92005,kode
92015,mortuarium
92067,moto
92073,mojah
92074,mosaik
92083,merakeh
92094,muazin
92095,muazin
92126,asal
92163,muncikari
92183,mudah-mudahan
92190,muzakar
92199,dasar
92207,bermudun
92248,almuhit
92253,mahram
92260,kuih
92274,mukjizat
92284,mok
92334,mukena
92391,daun
92392,mulato
92398,mulas
92552,hancur
92554,muno
92562,munajat
92579,moncong
92603,munggu
92606,mungkur
92623,amunisi
92644,mufaham
92645,mufakat
92646,mufarik
92679,morat-marit
92719,musabaqah
92722,musafir
92729,musala
92743,musyawarah
92760,musala
92761,musala
92762,mungsi
92835,museum
92862,musala
92863,monsun
92875,musytak
92879,mustamik
92884,musytari
92885,mesti
92887,mestika
92896,musafir
92904,musyawarah
92905,muskil
92915,muktabar
92922,mutakhir
92931,muktamad
92970,nafsu
92992,muarikh
93008,mazhab
93015,nah
93019,nahas
93043,nazar
93054,nadir
93059,napas
93109,nagara bukit
93110,nekara
93122,ternahak
93127,nakhoda
93132,nahu
93193,najasah
93205,hendak
93207,bernaka-naka
93218,nakhoda
93221,bernala-nala
93231,nali
93286,tampak
93287,napal
93315,ananda
93328,nakhoda
93357,tapak tilas
93365,nafi
93369,nafsi
93370,nafsu
93403,narwastu
93405,narwastu
93412,narkotika
93415,narapati
93418,narsistik
93435,menasakhkan
93439,nasihat
93447,beriani
93506,menasikhkan
93584,bernaung | menaungi | naungan | penaung | penaungan
93613,niyaga
93626,nadir
93654,necis
93729,nagari
93768,negosiasi
93773,negeri
93783,aneka
93785,nekat
93792,nikel
93835,nanar
93846,nenenda
93850,menenes
93880,peneonan
93959,netralisasi
93966,neto
94000,mengabat
94015,menganga | mengangakan | ternganga
94025,ngeang-ngeang
94026,hantu
94064,mengotek
94078,i
94234,ninitowok
94242,nifas
94285,nyiru
94344,nyiur
94408,nomor
94468,kaum
94540,senonoh
94544,menonong
94591,november
94613,nozel
94672,notula
94673,notula
94739,asam
94800,nirmala
94813,nusyuz
94840,enyah
94865,nyamikan
94870,senyampang
94887,menyanggong
94889,menyanya
94890,menyanyah
94894,bernyanyi | menyanyi | menyanyikan | nyanyian | penyanyi
94898,menyanyu
94927,menyekukruk
94939,menyenyeh
94941,nyenyat
94988,menyonyong
94989,menyonyor
94990,nyunyut
94994,menyunyut
94995,menyunyut
94996,menyunyut
95080,mengobeng | pengobeng
95130,objektivitas
95170,ubrak-abrik
95175,mengobrol | mengobrolkan | obrolan
95197,objek
95198,objektif
95199,objektivitas
95200,objektivisme
95201,objektivitas
95202,mengoceh | ocehan
95222,mengodol | mengodol-odol | odolan | pengodolan
95268,mengogah
95274,mengogam
95283,mengogokkan
95284,mengogok-ogok
95285,mengogok
95297,mengoja
95298,mengoja
95299,oja
95300,ojek
95309,mengojok
95384,oktana
95417,olahraga
95436,ski
95447,berolak
95448,mengolak
95458,mengolang-aling
95474,mengolek
95485,mengolet
95490,aulia
95527,olok-olok
95549,mengombang-ambing | mengombang-ambingkan | terombang-ambing
95556,ombyokan
95560,mengomel | mengomeli | omelan | pengomel
95574,omnivor
95586,mengompreng | omprengan
95590,mengomprong | pengomprong | pengomprongan
95593,omzet
95598,ons
95615,cangklong
95637,mengondokkan
95638,ondos-ondos
95650,ongkang-ongkang
95651,mengongkang-ongkang
95656,mengongkok-ongkok | mengongkoki
95686,unta
95697,mengonyah-anyih
95698,onyah-anyih
95702,mengonyok | mengonyokkan
95703,mengonyot | onyotan
95724,mengopak
95728,mengopak-apik
95729,mengopak-apik
95740,pao-pao
95746,oven
95749,mengoper | mengoperkan | oper-operan | operan | pengoper | pengoperan
95816,opelet
95818,mengoplos | oplosan | pengoplos | pengoplosan
95907,mengorak
96024,orang utan
96031,orasi
96077,aureol
96125,organisasi
96163,orisinal
96167,orisinal
96197,ornitina
96252,kacang
96262,gongseng
96278,using
96333,otak-otakan
96355,autentik
96356,autentikasi
96368,autoaktivitas
96369,autobiografi
96371,autodidak
96373,autograf
96374,autografi
96375,autoklaf
96376,autokrasi
96377,autokrat
96378,autokritik
96385,automasi
96405,autopsi
96409,otoritas
96424,otoritas
96449,ovarium
96498,mengoyak-oyak
96553,pacek
96566,pacet
96572,berpacek | memacek | pemacek | pemacekan
96581,memacik | pemacik
96583,pacih
96593,memacuk
96596,memacul | terpacul
96617,merah
96655,napinadar
96674,pedepokan
96740,pedusi
96741,faedah
96743,memaes | paesan
96768,memagas
96798,memagut | pagutan
96799,berpagut | berpagutan | memagut | pagutan | sepemagutan
96806,pak
96837,paing
96868,pailan
96928,memajankan | pajanan | pemajanan | terpajan
96930,memajang | memajangkan | pajangan | pemajang | pemajangan | terpajang
96997,pekat
97003,vakbon
97012,pakai
97046,fakir
97107,memakuk
97112,berpal-pal
97116,sepala-pala
97126,pelahlar
97161,memalarkan
97171,pelesit
97191,memale | palean
97264,pemali
97282,berpalis | memalis
97283,memalis
97284,memalis | memaliskan | terpalis
97287,pailit
97291,palem
97292,palem
97296,palmin
97299,cacing
97330,berpalun-palun | memalun | memalunkan
97385,memampang | memampangkan | terpampang
97395,pemungkas
97399,keterpanaan | terpana
97470,memancal
97491,memancarteruskan
97537,memancit | memancit-mancitkan
97545,berpancuran | memancur | memancurkan | pancuran
97550,memancut
97624,memandu
97665,terpangah
97687,penganan
97696,panggalan
97722,memanggul
97728,memanggung
97751,memangkah
97799,berpangkas | memangkas | pangkasan | pemangkas | pemangkasan | terpangkas
97809,memangkek
97820,berpangku | memangku | pangkuan | pemangku | pemangkuan | terpangku
97822,memangkung
97852,kepangsek
97859,memanguk
97864,pantas pangus
97874,vanili
97894,panitera
97896,mengarak panja
97938,panjar
97950,memanjut | memanjut-manjut | memanjutkan
97985,memantak | memantakkan
97995,pantaran | sepantar
98018,memantau | pantauan | pemantau | pemantauan | terpantau
98042,memantik | pemantikan
98043,berpantingan | terpanting
98069,sepantun
98074,panau
98091,berpapah | memapah | pemapah
98096,berpapakan | memapak | pemapakan
98161,memapar | memaparkan | mempaparkan | paparan | pemapar | pemaparan | terpapar
98162,memapar | pemaparan
98163,memaparkan | paparan | pemapar | terpapar
98173,memapas | pemapasan
98178,pepat
98199,memapras
98222,para-para
98235,paraban
98288,parafrasa
98307,parahiyangan
98308,faraid
98367,paranpara
98372,parangan
98393,paraf
98503,peria
98508,memarih
98510,porak-parik
98529,paritas
98543,farji
98570,perlente
98573,paruh
98596,akar
98630,parsial
98662,paru-paru
98691,pasfoto
98696,fasakh
98697,terpasah
98768,pesanggrahan
98829,pusara
98899,faset
98902,pucat
98923,fasik
98948,pesirah
98954,pasca-
99016,pastoran
99020,pasteur
99028,berpasuk-pasuk | memasuk | pasukan
99116,petaram
99144,tikim
99235,sepatung
99252,lauk
99270,berpaut | berpautan | keberpautan | memaut | memautkan | paut-memaut | pautan | perpautan | terpaut
99271,pautan | terpaut
99317,memayang
99323,pair
99370,per-
99371,peng-
99383,per--an
99384,peng--an
99404,februari
99422,kejibeling
99447,pecel
99462,pecak
99469,cundang
99489,pedagogis
99491,padah
99495,empedal
99582,empedu
99600,terpegah
99603,terpegan
99634,peguam
99646,guam
99702,nafkah
99721,pakem
99740,kasih
99747,bekatul
99748,memekau | terpekau
99786,memeking
99789,fakir
99790,apkir
99791,memekis
99794,toapekong
99804,sepeku
99805,perkuburan
99807,memekuk
99808,pekik
99812,tafakur
99816,per-
99824,per--an
99871,kapulaga
99918,lalah
99936,lamin
99967,lancar
100013,belangkin
100031,lantar
100038,terpelanting
100043,pelepah
100092,memelas
100094,lasah
100098,memelaspas
100146,memelawa | pelawaan
100177,layang
100195,pelebaya
100221,terpelecok
100235,terpelekok
100237,pekuk
100253,pelebaya
100259,telempap
100266,terpelencit
100271,terpelengak
100282,lengkung
100323,memelesat | terpelesat
100324,kemelesetan | memeleset | memelesetkan | pelesetan | pemelesetan | terpeleset
100326,berpelesir | pelesiran
100332,lesit
100363,memeletek
100366,buluh
100463,peluk
100491,kelopak
100496,memeloroti
100498,terpelosot
100501,memelotot | memelototi | pelototan
100510,luang
100524,peloh
100579,pelumpung
100589,lupuh
100607,peng-
100612,peng--an
100905,pepatah
100930,payang
100974,pembaruan
101782,pemetang-metang hari
101885,pemidang
101889,pinggir
102047,muda
102104,pungkas
102175,pena
102177,peng-
102213,menaga
102236,pinak
102309,tampang
102718,keterpencilan | memencil | memencilkan | pemencilan | terpencil
102796,kepencut
102797,memenda | pemendaan | pendaan
102846,pedapa
102871,berpendar
102946,dekar
103075,pediet
103119,dongkok
103749,pengantin
103969,peng-
103973,peng--an
104613,penggerebekan
104800,penghulu andika | penghulu bendahari | penghulu sambang
105033,pengklonaan
105037,pengodean
105040,pengondisian
105041,pengoordinasian
105050,pengudetaan
105051,pelaris
105205,perajin
105473,penaram
105824,raja
105900,terpental
105905,mementang | terpentang
105941,ventilasi
105946,berpentingan
106127,peng-
106131,peng--an
106638,penyek
106941,memeper | terpeper
106975,mengeper
107017,rabung
107053,memerah | pemerah | pemerahan | perahan
107090,berperai-perai
107146,memeram | pemeram | pemeraman | peraman | terperam
107147,berperam | memeram
107148,memeram
107166,rambut
107205,perencah
107211,prancis
107212,pancit
107217,pirang
107271,memerangahkan | terperangah
107275,ayam
107276,peringgi
107323,prangko
107331,memeranjatkan | terperanjat
107350,pemindai
107357,memerap
107358,terperap
107400,berperata
107456,peribahasa
107503,pelebegu
107604,memercit | tepercit
107622,tepercul
107668,peduli
107699,terperedus
107705,terpereh-pereh
107805,peringkat
107809,memerengut
107817,terperenyak
107818,terperenyuk
107889,fregat
107890,fregat
107920,kepergok | memergoki | tepergok
107930,pergol
107998,pribadi
108030,prihatin
108082,rumput
108088,memerinci | pemerincian | perincian | terperinci
108099,buluh
108120,memeringis | peringisan
108271,farji
108420,memerkosa | memperkosa | pemerkosa | pemerkosaan | perkosaan
108499,teperling
108502,perlenteh
108523,teperlus
108634,pernik
108642,pernikel
108643,flanel
108685,rompak
108703,terperonyok
108704,prop
108707,memerosok | memerosokkan | terperosok
108748,tanah
108752,perppu
108885,perslah
108952,pesero
108985,tepersil
109035,personel
109069,memertal | pertalan
109190,portofolio
109277,terperuak
109298,perogol
109325,perum
109358,perum
109360,memerusa
109459,batin
109523,pasar
109587,pasumandan
109594,sero
109603,pesek
109626,pesuk
109653,pistol
109744,petak kadal | petak umpat | petak umpet
109771,kepetangan
109782,petenteng
109794,petasan
109801,petai
109806,pepetek
109814,petentengan
109836,memetia | memetiakan
109849,tilas
109850,memeting
109853,tinggi
109868,kain
109919,harimau
109961,peang
109969,perum
109979,fi
109982,foto
109983,fotokopi
110037,piat-piut
110047,pica
110049,peci
110055,picisan
110066,pedada
110086,memidi
110089,geridit pidit
110126,berpijah | memijah | memijahkan | pemijahan
110127,berpijak | memijak | memijakkan | pemijak | pemijakan | pijak-pijak | pijakan | terpijak | terpijak-pijak
110133,pijar-pijar
110138,pijat-pijat
110153,berpikauan | terpikau-pikau
110201,pikap
110294,penalti
110297,meminang | peminang | peminangan | pinangan
110298,meminang-minang
110313,penes
110317,sepincang
110322,kepincut | terpincut
110323,meminda | pemindaan | pindaan
110324,meminda | pemindaan | pindaan
110341,memindahtangankan | pemindahtanganan
110342,memindahtugaskan
110353,kepinding
110357,terpinga-pinga
110379,terpingkal-pingkal
110380,terpingkau-pingkau
110381,pingkal
110385,penguin
110388,penes
110389,tempinis
110393,pijak
110414,pensil
110537,memipis | memipiskan | pipisan
110543,memipit | pipitan
110551,per
110572,peranti
110573,firasat
110576,berpirau | berpirau-pirau | memirau
110633,pemirsa
110641,hiruk
110655,pesak
110657,pisang-pisang
110658,pisang-pisang
110712,pisik
110730,pisuhan
110770,petah
110781,pitis
110784,kepiting
110794,fitrah
110815,piama
110862,flanel
110898,pil plasebo
110924,memplaspas
110925,plester
110943,pelat
111107,main po
111122,pandan
111146,memohon | memohonkan
111248,pul
111280,berpolah-polah
111287,polang-paling
111309,kamera
111451,poles
111584,polmah
111588,berpolok-polok | memolok
111594,polongan
111600,volunter
111656,kepompong
111657,kepompong
111666,fundamen
111668,fondasi
111682,memondong | pondongan
111691,terponggok
111698,punuk
111732,popokan
111738,populer
111753,pesta
111803,porta
111823,portir
111863,wesel
111872,fosfor
111977,foto
112052,perbawa
112056,perada
112100,memprakirakan | pemrakiraan | prakiraan
112124,praktik
112259,predatoris
112339,persentase
112355,presidensial
112404,perihal
112407,perilaku
112443,prangas-pringis
112467,prinsipiel
112493,privat
112495,priagung
112496,priayi
112585,produktivitas
112687,progresivitas
112692,proyek
112698,proklamasi
112730,prolina
112796,provinsi
112826,persen
112831,persentase
112986,provokator
113181,publikasi
113244,puerpera
113246,berpugak-pugak
113247,memugar | memugari | memugarkan | pemugar | pemugaran | pugaran
113248,memugar
113272,puitis
113303,kungkang
113314,petarang
113372,pol
113435,pulas
113440,pialing
113446,wakatobi
113453,pulp
113473,fulus
113503,dayak
113535,pundi-pundi
113553,penggawa
113575,memungkasi | pemungkas | pungkasan
113577,mungkir
113587,sepunguk
113596,memunjung
113597,memunjungi | punjungan
113693,rata
113720,purina
113724,furing
113777,puso
113859,pusar
113951,putra
113955,putri
113967,berputih mata
113973,berputih tulang
114059,puyu
114060,puyuh
114077,kalbu
114078,kalkalah
114087,kasidah
114088,kasidah
114096,kalbu
114100,hadis
114107,al-qur'an
114122,meraba | peraba
114141,rabit
114172,meracau | racauan
114200,meradah
114202,meradai
114204,meradak
114205,meradang | meradangkan | peradang
114243,radis
114306,padi
114320,radioaktivitas
114421,ragangan
114429,rakbol
114445,meragu
114450,teragung
114451,renggut
114452,meragut
114495,rahasia
114503,meraih | peraih
114509,merais
114549,merajalela
114562,merajuk | merajuki | perajuk
114592,merakah
114595,merakap
114628,rasamala
114635,rasi
114642,merakut
114658,galib
114664,eram
114670,ramadan
114706,rambahan
114718,meramban | peramban | rambanan
114725,rembang
114738,rambeh
114772,rapiah
114775,ramai
114815,ramping
114826,ramus
114827,beramus | meramus
114834,ratna
114849,rinai
114855,meranca
114859,rencah
114860,perancah
114863,merancak
114864,rancakan | serancak
114868,rancaman
114894,pindah
114898,merandak
114899,rendang
114906,rondah-rondih
114923,randa
114941,meranggung
114950,rengga
114974,ranggas
114988,rengkuh
114997,rangkum
114999,rangkungan
115003,merangkus
115004,merangkut
115019,ransel
115020,rasuk
115021,ransum
115023,rango-rango
115055,keranjingan
115056,ranjau
115057,rajungan
115103,berantakan
115119,merantuk | merantukkan
115177,rapi
115186,rapor
115219,air
115232,rasam
115233,berasan | merasani | perasanan
115248,rahasia
115249,razia
115320,retas
115355,meratus
115359,derau
115387,rawa
115395,serawan
115402,rawa
115431,kerawitan | pengrawit
115442,merayang
115464,rayu
115505,reaktivitas
115514,rial
115529,realitas
115550,tereban
115563,berebesan
115564,rembet
115565,ribut
115568,rabu
115570,rebuk
115573,rebung
115580,merebus | perebus | perebusan | rebusan | terebus
115593,recehan
115594,uang
115603,rela
115607,reda
115609,meredah
115641,radang
115642,redup
115644,redah
115649,redep-redup alang | redep-redup bahasa
115773,rezim
115837,reja-reja
115844,rajab
115846,rajam
115859,rezeki
115860,merejeng
115861,rezim
115877,rakaat
115882,rehal
115944,rekuisitor
115945,rekuisitor
116003,reksa dana
116048,relativitas
116057,sukarelawan
116076,religiositas
116121,meremang
116122,keremangan | remang-remang
116126,reumatik
116127,reumatisme
116142,rimbat
116152,merembih
116162,remenia
116165,embus
116166,terembut-rembut
116182,riak
116211,rampak
116214,akar
116216,empedu
116220,rimpung
116222,rembuk
116223,rampus
116233,rembunai
116234,rona
116236,rinai
116248,merencam
116264,terencat
116272,rentet
116273,recik
116274,renjis
116304,terendong
116305,merenduk
116307,merenek
116314,engah
116315,merengap
116319,merengat
116322,merengek | merengek-rengek | merengeki
116323,merengeng-rengeng
116335,rengek
116337,ranggas
116344,rengga
116348,rangkiang
116349,merengkeh
116350,merengket
116351,rangkiang
116363,merengus | perengus
116364,merengut | perengut
116374,renjeng
116386,merenta-renta
116389,rentak
116399,merentang-rentang
116410,merentas
116411,renten
116421,merentikan
116422,merentik
116423,merenung | merenungi
116424,merenung | merenungi | merenungkan | perenungan | renungan
116432,berenyah | merenyah
116434,rinai
116435,merenyai-renyai | renyai-renyai
116447,merenyok
116466,reyot
116468,rapah
116469,repas
116478,repet
116484,repertoar
116485,merepes
116486,merepet | perepet
116496,repih
116506,revolver
116535,republikan
116537,repuh-repuh
116549,ramu
116551,rangka
116553,ranting
116562,bererot | mererot | rerotan
116567,rumput
116583,meresap | meresapi | meresapkan | peresap | peresapan | resapan | teresap
116587,meresek-resek
116629,residivistis
116635,meresik
116637,risiko
116660,resistansi
116671,ritsleting
116702,respons
116734,resi
116741,mereta-reta
116759,hartal
116766,meretek
116777,rentet
116778,meretih
116779,meretih
116795,recok
116796,meretok
116801,retorik
116876,merewak
116878,rawan
116880,merewang
116881,merewang
116884,merewet
116885,rial
116904,ro
116910,riadat
116913,kemeriahan | memeriahkan | meriah
116923,riadat
116937,rumput
116941,meriap | riap-riap
116960,meribi
116978,rincis
116985,rida
116986,rida
116990,rida
116996,rehal
116997,rehat
117021,remah
117037,rembet
117038,rimba
117044,rimis
117057,perinci
117058,perincian
117059,perincian
117060,rincis
117065,rincu
117069,merinding | merindingkan
117098,renggek
117113,meringkuk | meringkukkan | ringkukan
117118,meringsing
117125,rentak
117126,merintang | merintangi | merintangkan | perintang | perintangan | rintangan | terintang
117141,rinai
117179,risi
117180,merisik
117181,merisik | risikan
117182,merisik | merisikkan
117216,ritme
117220,ritmis
117226,ritual
117245,rezeki
117246,rezeki
117270,merobok
117271,bersirobok
117272,merobok
117273,merobot
117343,rohaniwan
117347,rahmat
117348,ruhulkudus
117349,garis
117350,rais
117351,rajabiah
117357,musik
117416,bulu
117425,huruf
117465,meromet
117466,rama
117467,meromok
117473,rumpang
117474,rompang-romping
117478,merompes
117496,beroncet-roncet
117503,dayak ronduk
117507,ronggang
117527,rungguh
117528,rongkok
117532,merongkok
117538,merongos | perongos
117539,rungut
117545,rontgen
117546,meronta | meronta-ronta
117573,resbang
117575,rongseng
117581,rongsok
117582,perosot
117661,rua
117693,eru
117699,ruwah
117703,ruak-ruak
117806,ubah
117811,ruhbanat
117813,rubaiat
117821,riba
